,state,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
895,Nevada,2009,430985.0,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194.0,633545,10.621903314500505,4.97877884381127,3.165035906122023,10.227060419561653,4.853392179162033,3.0445001354970302
946,Nevada,2010,423859.0,4262471,358496,2341891,1562084,4260869,2117135,1359161,142848.0,381094,10.052562290761786,4.994903965705577,3.206634753538323,10.177097800132307,4.897389113547787,3.1298852901046685
997,Nevada,2011,429610.0,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940.0,323746,9.913305090663625,5.031423849537953,3.2055236144410046,10.034156561132283,4.895600903220435,3.1825010415744712
1048,Nevada,2012,428526.0,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943.0,321145,9.590330575040955,4.782351595935836,3.1199857184861597,9.76925964280986,4.90414232243632,3.2146040697190976
1099,Nevada,2013,431776.0,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814.0,222161,9.39710173793819,4.767606351441488,3.235258559994071,9.666836209422542,4.933270835948503,3.2494878468097306
1150,Nevada,2014,435765.0,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754.0,161354,9.279818250662627,4.82932773398506,3.2447856069211616,9.602548529199334,4.922998647655656,3.2566300290216312
1201,Nevada,2015,438948.0,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388.0,205794,9.529796240101334,4.944603916637051,3.3250043285309423,9.540397216906475,4.901313607279197,3.2668513119377565
1252,Nevada,2016,441623.0,4482886,401323,2816911,1264652,4374249,2288790,1505591,184055.0,224494,9.90493928078927,5.182678438396551,3.4092223457564486,9.527913877372857,4.931054110115037,3.303567710300656
29,New Hampshire,1992,,1063391,31020,86296,946075,1066647,581123,310285,,63554,,,,6.308045868121298,3.5470638242319446,1.807428283050628
80,New Hampshire,1993,177722.0,1109743,34680,84342,990721,1091814,611158,322618,34802.0,42172,6.143381235862752,3.438842686893013,1.815295799056954,6.426163822464348,3.6099494461513832,1.8011862255861217
131,New Hampshire,1994,181688.0,1145147,37805,89556,1017786,1119762,648513,316069,38919.0,34260,6.1631037823081325,3.5693771740566245,1.7396250715512307,6.620305192445755,3.6717207441640327,1.8162554024113955
182,New Hampshire,1995,186239.0,1197945,35162,83613,1079170,1232465,676601,347776,40081.0,80404,6.61765258619301,3.632971611746197,1.8673639785436993,6.7270549817292355,3.744369338304372,1.834079647044586
233,New Hampshire,1996,191004.0,1269380,40622,84837,1143921,1295106,725549,340457,42174.0,97166,6.780517685493497,3.7986063119096984,1.7824600531926034,6.824819213933514,3.8192954309129057,1.8573807839795042
284,New Hampshire,1997,193524.0,1339186,44339,94550,1200297,1431472,758383,363154,43136.0,169477,7.396870672371385,3.9188059362146297,1.8765321097124905,7.100576774341401,3.962283929781914,1.9114535886414303
335,New Hampshire,1998,196734.0,1420100,51977,127621,1240502,1428447,808107,378359,44977.0,94615,7.260803928146634,4.107612309006069,1.923200870210538,7.473437001941821,4.106558706219779,2.002179305053356
386,New Hampshire,1999,201252.0,1498286,58224,127705,1312357,1491560,859115,401938,46962.0,84168,7.4114046071591835,4.268851986564108,1.9971876055890128,7.9040985083579915,4.324451296644763,2.1040197938238228
437,New Hampshire,2000,203178.0,1586869,54657,865318,666894,1640395,902062,445733,49746.0,130011,8.073684158717972,4.43976217897607,2.1938054316904387,8.42404500332866,4.567130937248173,2.2491514933825343
488,New Hampshire,2001,204721.0,1757828,76689,884225,796914,1796043,937479,486152,53143.0,166814,8.77312537551106,4.579300609121683,2.374705086434709,8.938118128714397,4.847116819791802,2.4075141544196854
539,New Hampshire,2002,203072.0,1887115,85440,943592,858083,1956047,1047490,523976,57559.0,186830,9.632283131106208,5.158219744721084,2.5802473999369684,9.549156753851994,5.151226862408028,2.592700487204648
590,New Hampshire,2003,203702.0,2028602,101294,957471,969837,2122604,1119824,570036,60830.0,214807,10.420143150288165,5.497363796133568,2.7983819501035825,10.262737982807055,5.488333537857328,2.801952772434294
641,New Hampshire,2004,203359.0,2194562,119354,968313,1106895,2236010,1195488,607041,64575.0,199297,10.995382550071549,5.878707114020034,2.985070736972546,10.985244129691633,5.85785344234416,3.0164513042192342
692,New Hampshire,2005,202223.0,2332695,125956,878957,1327782,2333264,1261140,651058,65668.0,163780,11.53807430410982,6.2363826073196424,3.2195051997052757,11.71486274316263,6.295173223383164,3.2490933342668464
743,New Hampshire,2006,201044.0,2459051,130088,925677,1403286,2494247,1332640,696005,68406.0,201565,12.406473209844611,6.628598714709218,3.4619536021965343,12.33814435089782,6.679479495727122,3.4765568022959905
794,New Hampshire,2007,198625.0,2600123,137058,936882,1526183,2608190,1395619,733978,70608.0,208008,13.131227186910007,7.026401510383889,3.695295154185022,12.925026706159242,7.065354187139426,3.6849042674374983
845,New Hampshire,2008,195668.0,2715463,136012,1008333,1571118,2715961,1495009,783298,74069.0,163893,13.880455669808041,7.64053907639471,4.003199296767995,13.619475801644047,7.474008798527888,3.9041444027353616
896,New Hampshire,2009,197024.0,2816162,146867,1002239,1667056,2757401,1546316,822081,74820.0,112359,13.995254385252558,7.848363651128796,4.172491676140978,14.188928449231847,7.822109282516586,4.094569352160966
947,New Hampshire,2010,196648.0,2906573,185175,1060998,1660400,2856965,1612216,837094,76110.0,131261,14.528319637118098,8.19848663601969,4.256814206094138,14.60737199271166,8.125580446652739,4.269380412344116
998,New Hampshire,2011,189275.0,2947007,184768,1061011,1701228,3001244,1654129,855476,77384.0,206241,15.856526218465197,8.739289393739268,4.519751684057588,15.019576267318964,8.421748829609037,4.447360593475216
1049,New Hampshire,2012,190778.0,2963221,187243,1029325,1746653,2961684,1654634,868513,78190.0,160056,15.524242837224419,8.673085995240541,4.552479845684513,15.412978200126418,8.65483605457654,4.607846613175064
1100,New Hampshire,2013,187703.0,2976317,163890,1020089,1792338,2878534,1642945,879507,76488.0,72588,15.33557801420329,8.752896863662276,4.685631023478581,15.898027741259442,8.919440285891449,4.774754460409652
1151,New Hampshire,2014,184846.0,3042994,161989,1003995,1877010,2960615,1682021,913353,75750.0,87603,16.01665710916114,9.099580191077978,4.941156422102724,16.126312425283,9.03959922753674,4.861077836128905
1202,New Hampshire,2015,183039.0,3093061,164905,1000063,1928093,3044720,1697165,938368,75581.0,125475,16.634269199460224,9.272149651167238,5.126601434666929,16.18026966664656,9.099661194296235,4.929343066543168
1253,New Hampshire,2016,179682.0,3150473,169166,1004753,1976554,3124778,1743022,959654,76229.0,137180,17.390601173183736,9.700593270333144,5.340846606783095,16.344276374002096,9.20630499406016,5.023558871757832
30,New Jersey,1992,,10814689,416063,4504718,5893908,10452340,6042936,2911782,,474259,,,,10.251859937653265,5.402714511000009,3.496162249957568
81,New Jersey,1993,653488.0,6747567,331924,3104597,3311046,6641624,3676378,2092298,203775.0,342746,10.16334500403986,5.625777366990672,3.2017389760791324,10.299859768538694,5.441697152606283,3.48046343839453
132,New Jersey,1994,651554.0,6957898,293378,3102722,3561798,6765105,3522248,2430560,268715.0,320715,10.38303041651191,5.40591877265737,3.730404540529258,10.416561349684056,5.521486323465293,3.4701092232167148
183,New Jersey,1995,1171658.0,11870183,397612,4369467,7103104,11961696,6065026,4166818,491691.0,719638,10.209204392408024,5.176447393351985,3.556343233264314,10.560180929754088,5.578901910790901,3.4893691273335
234,New Jersey,1996,1193928.0,12389781,408872,4589725,7391184,12469216,6636622,4099193,469558.0,753213,10.44385926119498,5.558645077425104,3.433367003705416,10.747019483689295,5.679199033215168,3.5249926873127433
285,New Jersey,1997,1216721.0,12910890,427260,4799701,7683929,13242022,7106433,4171762,496433.0,938533,10.883367674265505,5.8406430069013355,3.4286923625054553,11.071111028815915,5.796015226183994,3.630514541122238
336,New Jersey,1998,1238948.0,13786951,477055,5246527,8063369,13973201,7267644,4442457,516387.0,1110805,11.27827883010425,5.865979847418939,3.585668647917427,11.470096877229627,5.98799254841604,3.7014258697620135
387,New Jersey,1999,1257772.0,14977501,534670,5870448,8572383,14927302,7900043,4702475,536974.0,1113055,11.868050807300529,6.28098176776077,3.7387340471882027,11.967302092274986,6.253324819139024,3.8379163421267752
438,New Jersey,2000,1279542.0,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802.0,1320024,12.431985819926192,6.443490717772453,3.9403919527455917,12.571416380087232,6.535159290564587,4.027586860115126
489,New Jersey,2001,1301195.0,16854895,620507,6617681,9616707,17144456,8782754,5499870,610241.0,1466889,13.175931355407913,6.7497600282816945,4.2267838410076894,13.26637502941043,6.841062968323679,4.259630701750811
540,New Jersey,2002,1326196.0,18071365,720470,7336383,10014512,18155147,9328162,5983500,611449.0,1406121,13.689640897725525,7.033773288412874,4.511776539817644,14.057785947280903,7.211017708078195,4.52045460761292
591,New Jersey,2003,1350330.0,19785039,797717,8135014,10852308,19812932,10169992,6429003,677268.0,1626453,14.672659275880712,7.531486377404042,4.76106062962387,14.88136448355307,7.596277313950198,4.808602411839248
642,New Jersey,2004,1363189.0,21398391,893414,8779155,11725822,21467607,10880932,6888193,744615.0,1970698,15.748078219527887,7.981968751214982,5.052999253955248,15.78402037533406,8.063781293904068,5.116801567947326
693,New Jersey,2005,1368959.0,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943.0,2179605,16.818155255197563,8.45566302570055,5.4114359889521895,16.66436577196049,8.549965693547943,5.4353862157911434
744,New Jersey,2006,1371155.0,23915685,982557,9540387,13392741,24177714,12309954,7892051,837293.0,2033738,17.633100561205698,8.977799008864789,5.755768676772502,17.465374595726054,9.000200433753522,5.706787903542567
795,New Jersey,2007,1363804.0,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012.0,1997462,18.75057706239313,9.716018577449546,6.09778604550214,18.1581623124628,9.434826208666646,5.961119074945285
846,New Jersey,2008,1353191.0,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413.0,1625458,19.338349131792924,10.15305082578882,6.456876375914413,18.53365711132725,9.735266209902985,6.120755583440937
897,New Jersey,2009,1354912.0,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796.0,1499241,19.296702664084457,10.185416469851917,6.411588354077608,18.96959101066367,10.083549462543157,6.305800493170954
948,New Jersey,2010,1369553.0,26676217,2386865,9059511,15229841,26736651,14481471,8958765,962529.0,1154089,19.522173293037948,10.573866801795914,6.541378829442891,19.457844376541143,10.454043228436893,6.458046253602892
999,New Jersey,2011,1399409.0,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456.0,917304,18.37654181157903,10.085048759869345,6.17045481342481,19.74708046977869,10.66611396351467,6.571715479342394
1050,New Jersey,2012,1330300.0,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029.0,940577,19.869692550552507,10.893645794181763,6.706750357062317,20.057624342241542,10.851954200343597,6.653542184782316
1101,New Jersey,2013,1338657.0,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744.0,933676,21.050874122347995,11.57125537012095,6.821488999796064,20.40685872753469,11.054399417877791,6.737436720699601
1152,New Jersey,2014,1335350.0,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398.0,895858,20.77522971505598,11.200513722993971,6.893470625678661,20.554306299950813,11.13448818722477,6.770113035909053
1203,New Jersey,2015,1339230.0,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558.0,1290946,21.512156239032876,11.453932483591318,7.029663313993862,20.989859197625172,11.344376072695857,6.890044680405902
1254,New Jersey,2016,1364473.0,30012666,1187430,11681799,17143437,29665476,15831343,9549742,1375737.0,1414861,21.741343361136497,11.602532992591279,6.998850105498606,21.26990085939334,11.45705864232438,6.935868261241799
31,New Mexico,1992,,1330091,161520,990653,177918,1339829,683253,432392,,139206,,,,4.44071809664115,2.207982557626218,1.4652163020760007
82,New Mexico,1993,281407.0,1217194,154018,897725,165451,1223185,587753,427793,62453.0,128202,4.346675811191619,2.088622528934959,1.5201931721670037,4.57614921492871,2.2614308439494284,1.4931171825572556
133,New Mexico,1994,286759.0,1342868,164101,982237,196530,1223759,622138,391385,63549.0,129528,4.267552195397529,2.1695500402777244,1.3648569007424354,4.758428452637217,2.3408939067931063,1.5400438303182522
184,New Mexico,1995,327253.0,1646265,205847,1215392,225026,1540683,774207,494348,79707.0,171166,4.707926283334301,2.365775103665971,1.5105988333185638,4.936965626213026,2.4237373978481567,1.5952427977082488
235,New Mexico,1996,329661.0,1750519,215525,1281567,253427,1642517,798365,519816,81877.0,218014,4.982442569791392,2.421775702919059,1.5768198240010192,5.143894052782889,2.5114156781067147,1.6666849561352548
286,New Mexico,1997,332849.0,1768148,231271,1287163,249714,1826524,884961,575080,90233.0,249670,5.487545403471244,2.658746158167818,1.7277504213622394,5.476101005297784,2.6746604652768826,1.769861703820165
337,New Mexico,1998,331673.0,1913783,253889,1383314,276580,1933538,941273,620639,95879.0,247033,5.829651494092072,2.837954853123408,1.8712376346582327,5.901553800400946,2.8549575379449315,1.9154995292136405
388,New Mexico,1999,328715.0,2068337,277349,1509815,281173,2098998,998467,688769,104374.0,276238,6.3854646122020595,3.0374853596580627,2.095337906697291,6.37288386009935,3.054887198694118,2.0659795293924015
439,New Mexico,2000,324489.0,2191695,296222,1571088,324385,2165031,1048533,727644,101479.0,255735,6.672124478795891,3.2313360391261337,2.242430405961373,6.8467977975421785,3.2618429897559253,2.2206297893057134
490,New Mexico,2001,319524.0,2373143,327191,1691663,354289,2315182,1096488,761848,114558.0,308741,7.245721761119666,3.4316295489540694,2.384321678496764,7.337538591189014,3.4747957228398128,2.3777646792009164
541,New Mexico,2002,317548.0,2537261,352892,1832491,351878,2542682,1195658,814180,123712.0,373224,8.007236701223123,3.765282728910275,2.563958834569892,7.824080045122176,3.680924588079502,2.528923197027802
592,New Mexico,2003,320264.0,2626262,383513,1905419,337330,2658140,1239571,851701,131177.0,399406,8.29984013189119,3.87046624035171,2.6593716433942,8.267050026175275,3.902924436108564,2.6741216274532227
643,New Mexico,2004,323066.0,2855893,492102,1989564,374227,2882631,1340535,913532,140297.0,443894,8.92273095899909,4.1494152897550345,2.827694650628664,8.743030385304895,4.1430466584169965,2.834487038903273
694,New Mexico,2005,326102.0,2982991,480888,2102670,399433,3011696,1395996,955266,149000.0,466166,9.235441671624216,4.280856909801228,2.929347259446431,9.270772132791617,4.405056611490896,2.984153008733293
745,New Mexico,2006,326761.0,3094036,446994,2197044,449998,3099738,1500318,1016791,153346.0,385590,9.486254479573756,4.591484295861501,3.111726919675237,9.841458481953067,4.652638917427263,3.1252774875719984
796,New Mexico,2007,327816.0,3272953,444466,2360542,467945,3279467,1610295,1103097,119933.0,396529,10.003986992703224,4.91219159528516,3.3649882861117213,10.299720704543988,4.87598354554887,3.2531338890664476
847,New Mexico,2008,329045.0,3569311,467492,2542639,559180,3599724,1732652,1129277,125528.0,569550,10.939913993526721,5.265699220471364,3.431983467306903,10.617741645953386,5.0352963817045895,3.3339096486818436
898,New Mexico,2009,328737.0,3703477,519973,2615320,568184,3945515,1807514,1167618,132017.0,784529,12.002041145353276,5.498358870464839,3.551830186440833,10.870299930117726,5.1577722457699196,3.392319374429749
949,New Mexico,2010,331436.0,3638606,753816,2307843,576947,3814058,1800983,1178045,135042.0,634137,11.507675690027638,5.433878637202959,3.5543664538553448,11.059151772733454,5.248331235387064,3.426514620692179
1000,New Mexico,2011,331373.0,3591330,636436,2355210,599684,3694437,1744548,1124390,140296.0,616478,11.148877548864874,5.264605142845072,3.3931249679364344,11.194095675363853,5.29429552947274,3.4217908627718865
